ID,Gender,Ever_Married,Age,Graduated,Profession,Family_Size,Car Purchased,Country Of Origin,Year Of Purchase,Salary,Fuel Type,Language Spoken 
5117,Male,Yes,35,Yes,Artist,2,BMW,UK,2012,30000,Petrol,English 
5118,Female,Yes,66,Yes,Artist,3,Cadillac,UK,2013,45000,Petrol,English 
5119,Female,Yes,46,Yes,Artist,1,Chevrolet,USA,2020,15000,Petrol,English 
5120,Male,No,26,No,Healthcare,1,Chrysler,Germany ,2021,15000,Petrol,German
5121,Male,No,21,No,Healthcare,3,Citroen,USA,2020,45000,Petrol,English 
5122,Female,No,42,Yes,Artist,2,Corvette,Germany ,2021,30000,Petrol,German
5123,Female,Yes,40,Yes,Entertainment,2,Hyundai,USA,2016,30000,Petrol,English 
5124,Male,No,27,No,Doctor,4,Daewoo,Germany ,2017,60000,Petrol,German
5125,Female,Yes,37,Yes,Artist,2,Daihatsu,USA,2018,30000,Petrol,English 
5126,Female,Yes,70,,Lawyer,,Dodge,Germany ,2019,18000,Hybrid,German
5127,Male,No,35,Yes,Artist,3,Kia,USA,2009,45000,Petrol,English 
5128,Male,No,28,Yes,Healthcare,1,Ferrari,Germany ,2010,15000,Petrol,German
5129,Male,No,27,No,Entertainment,2,Fiat,USA,2011,30000,Petrol,English 
5130,Female,Yes,81,Yes,Lawyer,1,Ford,Germany ,2012,15000,Petrol,German
5131,Male,No,25,Yes,Doctor,2,Honda,USA,2013,30000,Petrol,English 
5132,Male,Yes,72,Yes,Executive,2,Honda,Mexico,2014,30000,Petrol,English 
5133,Female,No,33,Yes,Doctor,5,Hyundai,Malaysia,2015,75000,Petrol,English 
5134,Male,Yes,40,Yes,Engineer,2,Infiniti,Japan,2016,30000,Petrol,Japanese
5135,Male,No,52,Yes,Artist,1,Isuzu,Canada,2010,15000,Petrol,English 
5136,Male,No,23,No,Healthcare,4,Jaguar,China ,2011,60000,Petrol,Mandarin
5137,Female,Yes,48,Yes,Artist,4,Jeep,India,2012,60000,Petrol,Tamil
5138,Female,No,31,No,Healthcare,4,Kia,Italy,2013,60000,Petrol,English 
5139,Female,No,35,Yes,Artist,1,Lamborghini,China ,2014,15000,Petrol,Mandarin
5140,Female,No,63,No,Entertainment,1,Land Rover,France,2015,15000,Petrol,English 
5141,Male,Yes,63,Yes,,2,Lexus,Italy,2016,30000,Petrol,English 
5142,Male,,28,Yes,Engineer,2,Lotus,France,2012,30000,Petrol,English 
5143,Female,Yes,37,Yes,Artist,2,Maserati,UK,2013,30000,Petrol,English 
5144,Female,Yes,67,Yes,Artist,3,Maybach,UK,2014,45000,Petrol,English 
5145,Female,No,37,Yes,Healthcare,1,Mazda,USA,2015,15000,Petrol,English 
5146,Male,No,22,No,Healthcare,4,McLaren,Germany ,2016,60000,Petrol,German
5147,Female,Yes,46,Yes,Entertainment,3,Mercedes-Benz,USA,2017,45000,Petrol,English 
5148,Male,Yes,41,Yes,Artist,2,MG,Germany ,2018,30000,Petrol,German
5149,Female,No,59,Yes,Entertainment,2,MINI,USA,2016,30000,Petrol,English 
5150,Male,,23,No,Healthcare,5,Mitsubishi,Germany ,2017,75000,Petrol,German
5151,Male,Yes,84,Yes,Lawyer,3,Nissan,USA,2018,45000,Petrol,English 
5152,Female,Yes,89,,Artist,2,Nissan,Germany ,2008,30000,Petrol,German
5153,Male,Yes,50,Yes,Artist,3,Peugeot,USA,2009,45000,Petrol,English 
5154,Female,Yes,52,No,Engineer,,Porsche,Germany ,2010,18000,Petrol,German
5155,Female,Yes,74,Yes,Lawyer,2,Proton,USA,2011,30000,Petrol,English 
5156,Male,No,48,Yes,Entertainment,3,Renault,Germany ,2010,45000,Petrol,German
5157,Male,Yes,47,Yes,Entertainment,4,Rolls-Royce,USA,2011,60000,Petrol,English 
5158,Female,Yes,45,Yes,Engineer,5,Rover,Mexico,2012,75000,Petrol,English 
5159,Male,,53,Yes,Executive,3,Saab,Malaysia,2013,45000,Petrol,English 
5160,Male,Yes,53,Yes,Healthcare,4,SEAT,Japan,2020,60000,Petrol,Japanese
5161,Female,No,29,Yes,Artist,1,SKODA,Canada,2021,15000,Petrol,English 
5162,Male,No,19,No,Healthcare,3,Smart,China ,2020,45000,Petrol,Mandarin
5163,Female,No,50,Yes,Engineer,5,Ssangyong,India,2021,75000,Petrol,Tamil
5164,Female,No,42,Yes,Artist,1,Subaru,Italy,2016,15000,Petrol,English 
5165,Male,No,29,Yes,Entertainment,4,Suzuki,China ,2017,60000,Petrol,Mandarin
5166,Male,Yes,40,Yes,Marketing,2,Tesla,France,2018,30000,Electric,English 
5167,Male,No,18,No,Entertainment,4,Toyota,Italy,2019,60000,Hybrid,English 
5168,Male,Yes,46,No,Engineer,3,TVR,France,2009,45000,Petrol,English 
5169,Male,Yes,68,Yes,Lawyer,2,Vauxhall,UK,2010,30000,Petrol,English 
5170,Male,Yes,72,Yes,Artist,2,Volkswagen,UK,2011,30000,Petrol,English 
5171,Male,Yes,66,Yes,Lawyer,2,Volvo,USA,2012,30000,Petrol,English 
5172,Female,,63,Yes,Artist,2,Maker,Germany ,2013,30000,Petrol,German
5173,Female,Yes,41,No,Marketing,2,Lexus,USA,2014,30000,Petrol,English 
5174,Male,Yes,82,No,Lawyer,3,Alfa Romeo,Germany ,2015,45000,Petrol,German
5175,Male,Yes,43,No,Artist,2,Aston Martin,USA,2016,30000,Petrol,English 
5176,Male,Yes,53,Yes,Artist,1,Audi,Germany ,2010,15000,Petrol,German
5177,Male,No,29,No,Healthcare,3,Bentley,USA,2011,45000,Petrol,English 
5178,Female,Yes,53,Yes,Artist,3,BMW,Germany ,2012,45000,Petrol,German
5179,Female,Yes,87,Yes,Artist,2,Cadillac,USA,2013,30000,Petrol,English 
5180,Male,Yes,62,Yes,Entertainment,4,Chevrolet,Germany ,2014,60000,Petrol,German
5181,Male,Yes,43,Yes,Artist,3,Chrysler,USA,2015,45000,Petrol,English 
5182,Male,No,36,No,Entertainment,2,Citroen,Germany ,2016,30000,Petrol,German
5183,Female,No,30,Yes,Doctor,3,Corvette,USA,2012,45000,Petrol,English 
5184,Female,No,37,No,Homemaker,1,Hyundai,Mexico,2013,15000,Petrol,English 
5185,Female,Yes,59,Yes,Artist,4,Daewoo,Malaysia,2014,60000,Petrol,English 
5186,Female,Yes,35,Yes,Artist,5,Daihatsu,Japan,2015,75000,Petrol,Japanese
5187,Male,Yes,39,No,Artist,3,Dodge,Canada,2016,45000,Petrol,English 
5188,Female,No,19,No,Healthcare,5,Kia,China ,2017,75000,Petrol,Mandarin
5189,Female,Yes,75,Yes,Lawyer,,Ferrari,India,2018,18000,Petrol,Tamil
5190,Female,Yes,40,Yes,Homemaker,2,Fiat,Italy,2016,30000,Petrol,English 
5191,Male,Yes,62,Yes,,2,Ford,China ,2017,30000,Petrol,Mandarin
5192,Male,Yes,43,No,Marketing,4,Honda,France,2018,60000,Petrol,English 
5193,Male,Yes,43,No,Artist,2,Honda,Italy,2008,30000,Petrol,English 
5194,Male,Yes,29,Yes,Artist,2,Hyundai,France,2009,30000,Petrol,English 
5195,Female,No,27,Yes,Healthcare,2,Infiniti,UK,2010,30000,Petrol,English 
5196,Female,No,23,No,Healthcare,3,Isuzu,UK,2011,45000,Petrol,English 
5197,Male,Yes,42,Yes,Artist,4,Jaguar,USA,2010,60000,Petrol,English 
5198,Male,No,65,Yes,Executive,3,Jeep,Germany ,2011,45000,Petrol,German
5199,Male,Yes,57,Yes,Executive,5,Kia,USA,2012,75000,Petrol,English 
5200,Female,Yes,46,Yes,Artist,2,Lamborghini,Germany ,2013,30000,Petrol,German
5201,Male,Yes,30,Yes,Doctor,3,Land Rover,USA,2020,45000,Petrol,English 
5202,Male,Yes,51,Yes,Artist,4,Lexus,Germany ,2021,60000,Petrol,German
5203,Male,Yes,39,Yes,Artist,2,Lotus,USA,2020,30000,Petrol,English 
5204,Female,No,41,Yes,Artist,1,Maserati,Germany ,2021,15000,Petrol,German
5205,Male,No,29,No,Marketing,4,Maybach,USA,2016,60000,Petrol,English 
5206,Male,Yes,76,Yes,Lawyer,2,Mazda,Germany ,2017,30000,Petrol,German
5207,Male,No,33,Yes,Artist,,McLaren,USA,2018,18000,Petrol,English 
5208,Male,No,23,No,Healthcare,4,Mercedes-Benz,Germany ,2019,60000,Hybrid,German
5209,Female,Yes,33,Yes,Marketing,2,MG,USA,2009,30000,Petrol,English 
5210,Female,No,43,Yes,Engineer,2,MINI,Mexico,2010,30000,Petrol,English 
5211,Male,Yes,35,Yes,Artist,4,Mitsubishi,Malaysia,2011,60000,Petrol,English 
5212,Male,Yes,32,No,Doctor,2,Nissan,Japan,2012,30000,Petrol,Japanese
5213,Male,Yes,65,Yes,Entertainment,1,Nissan,Canada,2013,15000,Petrol,English 
5214,Male,Yes,49,No,Doctor,2,Peugeot,China ,2014,30000,Petrol,Mandarin
5215,Female,Yes,48,Yes,Homemaker,4,Porsche,India,2015,60000,Petrol,Tamil
5216,Female,Yes,39,Yes,Healthcare,2,Proton,Italy,2016,30000,Petrol,English 
5217,Male,No,27,Yes,Artist,3,Renault,China ,2010,45000,Petrol,Mandarin
5218,Female,No,36,Yes,Healthcare,,Rolls-Royce,France,2011,18000,Petrol,English 
5219,Male,Yes,76,No,Entertainment,1,Rover,Italy,2012,15000,Petrol,English 
5220,Male,Yes,35,Yes,Artist,2,Saab,France,2013,30000,Petrol,English 
5221,Male,Yes,35,Yes,Artist,4,SEAT,UK,2014,60000,Petrol,English 
5222,Female,Yes,48,No,Doctor,1,SKODA,UK,2015,15000,Petrol,English 
5223,Male,No,23,No,Healthcare,3,Smart,USA,2016,45000,Petrol,English 
5224,Female,Yes,42,Yes,Artist,1,Ssangyong,Germany ,2012,15000,Petrol,German
5225,Male,Yes,41,Yes,Artist,3,Subaru,USA,2013,45000,Petrol,English 
5226,Male,Yes,29,No,Executive,3,Suzuki,Germany ,2014,45000,Petrol,German
5227,Male,Yes,36,Yes,Artist,2,Tesla,USA,2015,30000,Electric,English 
5228,Male,Yes,60,Yes,Entertainment,2,Toyota,Germany ,2016,30000,Petrol,German
5229,Female,Yes,46,Yes,Artist,3,TVR,USA,2017,45000,Petrol,English 
5230,Female,No,31,No,,1,Vauxhall,Germany ,2018,15000,Petrol,German
5231,Female,No,20,No,Healthcare,4,Volkswagen,USA,2016,60000,Petrol,English 
5232,Female,No,31,No,Healthcare,4,Volvo,Germany ,2017,60000,Petrol,German
5233,Male,No,26,No,Doctor,2,Maker,USA,2018,30000,Petrol,English 
5234,Male,Yes,28,No,Artist,2,Lexus,Germany ,2008,30000,Petrol,German
5235,Female,No,18,No,Healthcare,6,Alfa Romeo,USA,2009,90000,Petrol,English 
5236,Female,No,30,No,Healthcare,6,Aston Martin,Mexico,2010,90000,Petrol,English 
5237,Female,No,39,Yes,Entertainment,1,Audi,Malaysia,2011,15000,Petrol,English 
5238,Male,Yes,74,Yes,Entertainment,2,Bentley,Japan,2010,30000,Petrol,Japanese
5239,Female,No,52,Yes,Artist,1,BMW,Canada,2011,15000,Petrol,English 
5240,Male,No,25,Yes,Healthcare,2,Cadillac,China ,2012,30000,Petrol,Mandarin
5241,Male,Yes,66,Yes,Artist,3,Chevrolet,India,2013,45000,Petrol,Tamil
5242,Male,Yes,55,Yes,Executive,2,Chrysler,Italy,2020,30000,Petrol,English 
5243,Male,No,31,Yes,Healthcare,4,Citroen,China ,2021,60000,Petrol,Mandarin
5244,Female,No,41,Yes,Artist,4,Corvette,France,2020,60000,Petrol,English 
5245,Male,Yes,59,Yes,Artist,4,Hyundai,Italy,2021,60000,Petrol,English 
5246,Female,Yes,39,Yes,Homemaker,2,Daewoo,France,2016,30000,Petrol,English 
5247,Male,,48,Yes,Executive,2,Daihatsu,UK,2017,30000,Petrol,English 
5248,Male,Yes,79,No,Lawyer,3,Dodge,UK,2018,45000,Petrol,English 
5249,Female,No,43,No,,,Kia,USA,2019,18000,Hybrid,English 
5250,Male,No,26,No,Doctor,1,Ferrari,Germany ,2009,15000,Petrol,German
5251,Female,Yes,88,No,Lawyer,2,Fiat,USA,2010,30000,Petrol,English 
5252,Female,Yes,66,Yes,Engineer,3,Ford,Germany ,2011,45000,Petrol,German
5253,Male,Yes,56,Yes,Artist,4,Honda,USA,2012,60000,Petrol,English 
5254,Male,No,26,Yes,Entertainment,5,Honda,Germany ,2013,75000,Petrol,German
5255,Female,No,41,Yes,Artist,1,Hyundai,USA,2014,15000,Petrol,English 
5256,Female,Yes,36,No,Engineer,3,Infiniti,Germany ,2015,45000,Petrol,German
5257,Female,No,38,Yes,Engineer,1,Isuzu,USA,2016,15000,Petrol,English 
5258,Male,Yes,81,No,Executive,1,Jaguar,Germany ,2010,15000,Petrol,German
5259,Female,No,25,No,Engineer,3,Jeep,USA,2011,45000,Petrol,English 
5260,Male,No,42,Yes,Artist,1,Kia,Germany ,2012,15000,Petrol,German
5261,Male,No,32,No,Healthcare,5,Lamborghini,USA,2013,75000,Petrol,English 
5262,Male,No,28,Yes,Healthcare,1,Land Rover,Mexico,2014,15000,Petrol,English 
5263,Male,No,29,No,Entertainment,4,Lexus,Malaysia,2015,60000,Petrol,English 
5264,Female,No,28,No,Healthcare,4,Lotus,Japan,2016,60000,Petrol,Japanese
5265,Male,No,26,Yes,Healthcare,5,Maserati,Canada,2012,75000,Petrol,English 
5266,Male,Yes,47,Yes,Entertainment,4,Maybach,China ,2013,60000,Petrol,Mandarin
5267,Female,Yes,50,Yes,Doctor,2,Mazda,India,2014,30000,Petrol,Tamil
5268,Male,Yes,70,Yes,Lawyer,2,McLaren,Italy,2015,30000,Petrol,English 
5269,Female,No,38,No,Engineer,1,Mercedes-Benz,China ,2016,15000,Petrol,Mandarin
5270,Male,No,39,No,Artist,1,MG,France,2017,15000,Petrol,English 
5271,Male,Yes,60,Yes,Artist,2,MINI,Italy,2018,30000,Petrol,English 
5272,Male,Yes,63,Yes,Entertainment,3,Mitsubishi,France,2016,45000,Petrol,English 
5273,Female,Yes,68,No,Lawyer,2,Nissan,UK,2017,30000,Petrol,English 
5274,Male,Yes,47,Yes,Artist,1,Nissan,UK,2018,15000,Petrol,English 
5275,Male,Yes,40,Yes,Artist,2,Peugeot,USA,2008,30000,Petrol,English 
5276,Male,Yes,46,No,Artist,3,Porsche,Germany ,2009,45000,Petrol,German
5277,Male,Yes,42,Yes,Artist,3,Proton,USA,2010,45000,Petrol,English 
5278,Female,Yes,48,Yes,Artist,5,Renault,Germany ,2011,75000,Petrol,German
5279,Female,No,53,No,Lawyer,3,Rolls-Royce,USA,2010,45000,Petrol,English 
5280,Male,Yes,65,Yes,Entertainment,2,Rover,Germany ,2011,30000,Petrol,German
5281,Male,No,26,No,Doctor,4,Saab,USA,2012,60000,Petrol,English 
5282,Male,No,35,Yes,Doctor,1,SEAT,Germany ,2013,15000,Petrol,German
5283,Female,No,27,Yes,Healthcare,4,SKODA,USA,2020,60000,Petrol,English 
5284,Female,Yes,86,No,Lawyer,2,Smart,Germany ,2021,30000,Petrol,German
5285,Female,No,30,Yes,Doctor,4,Ssangyong,USA,2020,60000,Petrol,English 
5286,Male,Yes,43,No,Executive,3,Subaru,Germany ,2021,45000,Petrol,German
5287,Female,Yes,38,Yes,Artist,1,Suzuki,USA,2016,15000,Petrol,English 
5288,Female,Yes,66,Yes,Lawyer,2,Tesla,Mexico,2017,30000,Electric,English 
5289,Female,Yes,74,Yes,Doctor,2,Toyota,Malaysia,2018,30000,Petrol,English 
5290,Male,No,25,Yes,Healthcare,,TVR,Japan,2019,18000,Hybrid,Japanese
5291,Male,Yes,89,No,Lawyer,1,Vauxhall,Canada,2009,15000,Petrol,English 
5292,Male,No,30,Yes,Doctor,4,Volkswagen,China ,2010,60000,Petrol,Mandarin
5293,Male,Yes,33,No,Executive,5,Volvo,India,2011,75000,Petrol,Tamil
5294,Female,Yes,37,Yes,Homemaker,3,Maker,Italy,2012,45000,Petrol,English 
5295,Male,Yes,69,No,Lawyer,2,Lexus,China ,2013,30000,Petrol,Mandarin
5296,Female,Yes,51,Yes,Engineer,2,Alfa Romeo,France,2014,30000,Petrol,English 
5297,Male,No,19,No,Artist,3,Aston Martin,Italy,2015,45000,Petrol,English 
5298,Male,Yes,45,Yes,Entertainment,2,Audi,France,2016,30000,Petrol,English 
5299,Female,No,32,No,Doctor,5,Bentley,UK,2010,75000,Petrol,English 
5300,Female,No,22,No,Doctor,4,BMW,UK,2011,60000,Petrol,English 
5301,Female,No,26,No,Engineer,6,Cadillac,USA,2012,90000,Petrol,English 
5302,Female,Yes,43,Yes,Artist,3,Chevrolet,Germany ,2013,45000,Petrol,German
5303,Male,No,19,No,Healthcare,2,Chrysler,USA,2014,30000,Petrol,English 
5304,Male,Yes,48,Yes,Artist,3,Citroen,Germany ,2015,45000,Petrol,German
5305,Female,Yes,61,Yes,Doctor,2,Corvette,USA,2016,30000,Petrol,English 
5306,Female,No,20,No,Marketing,2,Hyundai,Germany ,2012,30000,Petrol,German
5307,Male,No,22,No,Healthcare,4,Daewoo,USA,2013,60000,Petrol,English 
5308,Female,No,31,Yes,Entertainment,3,Daihatsu,Germany ,2014,45000,Petrol,German
5309,Male,No,25,Yes,Artist,3,Dodge,USA,2015,45000,Petrol,English 
5310,Male,Yes,41,Yes,Healthcare,3,Kia,Germany ,2016,45000,Petrol,German
5311,Male,Yes,36,Yes,Executive,3,Ferrari,USA,2017,45000,Petrol,English 
5312,Male,Yes,48,Yes,Artist,5,Fiat,Germany ,2018,75000,Petrol,German
5313,Male,No,27,No,Artist,1,Ford,USA,2016,15000,Petrol,English 
5314,Male,No,35,Yes,Lawyer,1,Honda,Mexico,2017,15000,Petrol,English 
5315,Female,Yes,39,Yes,Doctor,3,Honda,Malaysia,2018,45000,Petrol,English 
5316,Male,Yes,38,No,Executive,3,Hyundai,Japan,2008,45000,Petrol,Japanese
5317,Female,Yes,57,Yes,Artist,3,Infiniti,Canada,2009,45000,Petrol,English 
5318,Male,No,38,Yes,Artist,1,Isuzu,China ,2010,15000,Petrol,Mandarin
5319,Male,Yes,80,No,Artist,2,Jaguar,India,2011,30000,Petrol,Tamil
5320,Male,Yes,57,Yes,Entertainment,2,Jeep,Italy,2010,30000,Petrol,English 
5321,Male,Yes,61,Yes,Entertainment,2,Kia,China ,2011,30000,Petrol,Mandarin
5322,Male,No,29,Yes,Healthcare,4,Lamborghini,France,2012,60000,Petrol,English 
5323,Female,No,23,No,Healthcare,4,Land Rover,Italy,2013,60000,Petrol,English 
5324,Female,Yes,83,No,Lawyer,1,Lexus,France,2020,15000,Petrol,English 
5325,Male,Yes,37,Yes,Entertainment,3,Lotus,UK,2021,45000,Petrol,English 
5326,Male,Yes,35,No,Artist,6,Maserati,UK,2020,90000,Petrol,English 
5327,Male,Yes,41,Yes,Doctor,2,Maybach,USA,2021,30000,Petrol,English 
5328,Female,Yes,38,Yes,Artist,2,Mazda,Germany ,2016,30000,Petrol,German
5329,Male,Yes,81,No,Entertainment,1,McLaren,USA,2017,15000,Petrol,English 
5330,Female,Yes,58,Yes,Homemaker,1,Mercedes-Benz,Germany ,2018,15000,Petrol,German
5331,Female,No,38,No,Engineer,1,MG,USA,2019,15000,Hybrid,English 
5332,Male,Yes,18,No,Doctor,2,MINI,Germany ,2009,30000,Petrol,German
5333,Male,No,37,Yes,Artist,4,Mitsubishi,USA,2010,60000,Petrol,English 
5334,Male,Yes,43,No,Artist,2,Nissan,Germany ,2011,30000,Petrol,German
5335,Female,No,36,Yes,Doctor,1,Nissan,USA,2012,15000,Petrol,English 
5336,Female,Yes,76,Yes,Lawyer,2,Peugeot,Germany ,2013,30000,Petrol,German
5337,Male,No,33,No,Entertainment,1,Porsche,USA,2014,15000,Petrol,English 
5338,Male,Yes,43,No,Executive,5,Proton,Germany ,2015,75000,Petrol,German
5339,Male,Yes,47,No,Executive,7,Renault,USA,2016,105000,Petrol,English 
5340,Male,Yes,81,No,Lawyer,2,Rolls-Royce,Mexico,2010,30000,Petrol,English 
5341,Male,No,27,Yes,Artist,3,Rover,Malaysia,2011,45000,Petrol,English 
5342,Male,No,29,No,Entertainment,5,Saab,Japan,2012,75000,Petrol,Japanese
5343,Female,No,38,Yes,Doctor,3,SEAT,Canada,2013,45000,Petrol,English 
5344,Female,No,19,,Healthcare,4,SKODA,China ,2014,60000,Petrol,Mandarin
5345,Male,Yes,37,Yes,Executive,5,Smart,India,2015,75000,Petrol,Tamil
5346,Male,No,47,No,Entertainment,1,Ssangyong,Italy,2016,15000,Petrol,English 
5347,Female,No,33,Yes,Engineer,5,Subaru,China ,2012,75000,Petrol,Mandarin
5348,Male,Yes,51,No,Entertainment,5,Suzuki,France,2013,75000,Petrol,English 
5349,Female,Yes,86,No,Lawyer,2,Tesla,Italy,2014,30000,Electric,English 
5350,Female,Yes,56,Yes,Entertainment,2,Toyota,France,2015,30000,Petrol,English 
5351,Male,Yes,59,Yes,Artist,2,TVR,UK,2016,30000,Petrol,English 
5352,Male,Yes,33,Yes,Doctor,2,Vauxhall,UK,2017,30000,Petrol,English 
5353,Female,No,31,No,,2,Volkswagen,USA,2018,30000,Petrol,English 
5354,Female,Yes,71,No,Artist,2,Volvo,Germany ,2016,30000,Petrol,German
5355,Female,No,32,No,Entertainment,6,Maker,USA,2017,90000,Petrol,English 
5356,Male,Yes,26,No,Artist,2,Lexus,Germany ,2018,30000,Petrol,German
5357,Male,,89,No,Lawyer,2,Alfa Romeo,USA,2008,30000,Petrol,English 
5358,Male,Yes,70,Yes,Artist,2,Aston Martin,Germany ,2009,30000,Petrol,German
5359,Male,Yes,30,No,Executive,4,Audi,USA,2010,60000,Petrol,English 
5360,Male,Yes,37,No,Executive,6,Bentley,Germany ,2011,90000,Petrol,German
5361,Female,No,30,Yes,Doctor,9,BMW,USA,2010,135000,Petrol,English 
5362,Female,No,23,No,Doctor,3,Cadillac,Germany ,2011,45000,Petrol,German
5363,Female,No,42,Yes,Artist,2,Chevrolet,USA,2012,30000,Petrol,English 
5364,Male,Yes,48,No,Executive,4,Chrysler,Germany ,2013,60000,Petrol,German
5365,Male,No,28,Yes,Healthcare,7,Citroen,USA,2020,105000,Petrol,English 
5366,Female,Yes,65,Yes,Artist,2,Corvette,Mexico,2021,30000,Petrol,English 
5367,Female,No,28,No,Doctor,5,Hyundai,Malaysia,2020,75000,Petrol,English 
5368,Male,Yes,85,Yes,Lawyer,1,Daewoo,Japan,2021,15000,Petrol,Japanese
5369,Male,No,18,No,Healthcare,4,Daihatsu,Canada,2016,60000,Petrol,English 
5370,Male,Yes,35,Yes,Artist,2,Dodge,China ,2017,30000,Petrol,Mandarin
5371,Female,No,27,No,Engineer,1,Kia,India,2018,15000,Petrol,Tamil
5372,Male,Yes,68,Yes,Entertainment,3,Ferrari,Italy,2019,45000,Hybrid,English 
5373,Male,Yes,52,No,Engineer,6,Fiat,China ,2009,90000,Petrol,Mandarin
5374,Male,No,20,No,Healthcare,5,Ford,France,2010,75000,Petrol,English 
5375,Male,Yes,35,Yes,Artist,3,Honda,Italy,2011,45000,Petrol,English 
5376,Female,No,21,Yes,Healthcare,4,Honda,France,2012,60000,Petrol,English 
5377,Female,No,42,No,Entertainment,3,Hyundai,UK,2013,45000,Petrol,English 
5378,Female,Yes,50,Yes,Artist,2,Infiniti,UK,2014,30000,Petrol,English 
5379,Male,No,25,No,,1,Isuzu,USA,2015,15000,Petrol,English 
5380,Female,No,32,No,Artist,6,Jaguar,Germany ,2016,90000,Petrol,German
5381,Male,No,19,No,Healthcare,5,Jeep,USA,2010,75000,Petrol,English 
5382,Male,No,22,No,Healthcare,4,Kia,Germany ,2011,60000,Petrol,German
5383,Male,No,27,Yes,Healthcare,3,Lamborghini,USA,2012,45000,Petrol,English 
5384,Male,No,22,No,Healthcare,4,Land Rover,Germany ,2013,60000,Petrol,German
5385,Female,Yes,55,Yes,Artist,3,Lexus,USA,2014,45000,Petrol,English 
5386,Female,No,22,No,Lawyer,1,Lotus,Germany ,2015,15000,Petrol,German
5387,Male,Yes,40,No,,2,Maserati,USA,2016,30000,Petrol,English 
5388,Female,No,46,Yes,Artist,1,Maybach,Germany ,2012,15000,Petrol,German
5389,Male,Yes,65,Yes,Entertainment,3,Mazda,USA,2013,45000,Petrol,English 
5390,Female,No,18,No,Healthcare,4,McLaren,Germany ,2014,60000,Petrol,German
5391,Female,Yes,53,Yes,Artist,4,Mercedes-Benz,USA,2015,60000,Petrol,English 
5392,Male,,35,Yes,Artist,1,MG,Mexico,2016,15000,Petrol,English 
5393,Male,Yes,59,No,Executive,5,MINI,Malaysia,2017,75000,Petrol,English 
5394,Female,No,32,Yes,Healthcare,3,Mitsubishi,Japan,2018,45000,Petrol,Japanese
5395,Male,Yes,39,Yes,Artist,3,Nissan,Canada,2016,45000,Petrol,English 
5396,Male,Yes,88,No,Artist,1,Nissan,China ,2017,15000,Petrol,Mandarin
5397,Male,Yes,61,Yes,Executive,3,Peugeot,India,2018,45000,Petrol,Tamil
5398,Male,No,21,No,Healthcare,4,Porsche,Italy,2008,60000,Petrol,English 
5399,Male,No,31,Yes,Healthcare,4,Proton,China ,2009,60000,Petrol,Mandarin
5400,Male,Yes,58,Yes,Artist,4,Renault,France,2010,60000,Petrol,English 
5401,Female,No,27,Yes,Marketing,3,Rolls-Royce,Italy,2011,45000,Petrol,English 
5402,Female,Yes,51,Yes,Engineer,2,Rover,France,2010,30000,Petrol,English 
5403,Female,Yes,48,Yes,Engineer,4,Saab,UK,2011,60000,Petrol,English 
5404,Male,No,25,Yes,Executive,3,SEAT,UK,2012,45000,Petrol,English 
5405,Male,Yes,89,No,Executive,2,SKODA,USA,2013,30000,Petrol,English 
5406,Female,,51,Yes,Artist,4,Smart,Germany ,2020,60000,Petrol,German
5407,Female,No,40,Yes,Artist,1,Ssangyong,USA,2021,15000,Petrol,English 
5408,Male,No,56,Yes,Artist,1,Subaru,Germany ,2020,15000,Petrol,German
5409,Male,Yes,36,Yes,Entertainment,3,Suzuki,USA,2021,45000,Petrol,English 
5410,Female,No,38,Yes,Doctor,5,Tesla,Germany ,2016,75000,Electric,German
5411,Male,Yes,47,Yes,Entertainment,4,Toyota,USA,2017,60000,Petrol,English 
5412,Male,Yes,61,Yes,Artist,4,TVR,Germany ,2018,60000,Petrol,German
5413,Male,Yes,89,Yes,Lawyer,2,Vauxhall,USA,2019,30000,Hybrid,English 
5414,Male,Yes,55,No,Homemaker,1,Volkswagen,Germany ,2009,15000,Petrol,German
5415,Male,Yes,88,No,,3,Volvo,USA,2010,45000,Petrol,English 
5416,Female,Yes,43,Yes,Artist,2,Maker,Germany ,2011,30000,Petrol,German
5417,Male,No,28,No,Doctor,3,Lexus,USA,2012,45000,Petrol,English 
5418,Male,Yes,42,No,Entertainment,4,Alfa Romeo,Mexico,2013,60000,Petrol,English 
5419,Male,No,33,Yes,Artist,,Aston Martin,Malaysia,2014,18000,Petrol,English 
5420,Female,Yes,60,No,Lawyer,2,Audi,Japan,2015,30000,Petrol,Japanese
